[Species]	[Gender]	[Name]	[Surname]	[ID]	[Birthday]	[Birthplace]	[Job]	[Orientation]	[Role]	[Pose]	[Height/Length (cm)]	[Weight/Mass (Kg)]	[Penis/Vulva Max Size (cm)]	[Font Color]	[English/Japanese Voice]	[Characteristic]	[MBTI]	[Loves]	[Hates]	[Description]	[HP]	[AT]	[DF]	[SA]	[SD]	[SP]	[Level]	[Type]	[Hidden Power]	[Nature]	[Items]	[Moves]	[Finisher]	[Ability]	[Rare Quality]	[Enlightenment]	[Strength]	[Weakness]	[Connections]
Vulpix Ninetales (Alola)	Female	Betelgeuse	Chronos	P86184529	11/09/1988	WOL, Grass Continent	Chronos Officer	Hetero	Sub	Bottom	104	19	35	Challenge #69b7e0	Erica Lindbeck/Sakura Momoka	Likes to run	ESFP	Reading, Bounty Hunting, Stargazing	Curses, Puns, Fainting		73	66	73	80	103	137	72	Ice Fairy	Fire	Timid	United Scarf: Enhanced Coalition Scarf that boosts team attacks. ~ Bounty Scanner: Scans Pokemon to check if they're Outlaws or Wanted ~ Treasure Bag: Allows Teams to hold more than 3 items	Hail (Ice) Causes Hail for 5 turns ~ Aurora Veil (Ice) Makes team immune to Hail, and halves all damage. Requires Hail ~ Freeze-Dry (70/SA/Ice) 10% Freeze Chance, 2X Damage to Water types ~ Hypnosis (Psychic) 50% Sleep Chance	Damnation (Ghost) If user faints, attacker faints	Snow Cloak: +1 EV in Hail	Synced Breathing: Teammates Crit more often the bigger the team is.	None	Brilliant bounty hunter, you won't violate the law ever again once you're caught in her hail.	She likes to... fight slow and painful, which can be exploited.	Friends: Lyra Chronos, Vega Chronos, Sirius Chronos
Vulpix Ninetales	Male	Seikon	Tsukitsune	P15323773	??/??/????	WOL, Mystery Continent	Shrine Guardian	Hetero	Dom	Top	143	22	42	Ingrid #e0c369	Mike Debonis/Go Shinomiya	Somewhat vain	ENTP	Ho-Ohs, Lugias, Eeveelutions	Death, Gunpowder, War	Red kitsune patterns on his face, tails, and hair.	91	81	81	81	120	107	57	Fire Ghost	Ice	Gentle	Carubyncle: Red gem slotted in his chest, grants eternal youth. ~ Eevee Beads: Praying beads with all evolutionary stones attached: Fire, Water, Thunder, Leaf, Ice, Moon, Sun, Shiny, Dusk, and Dawn. Can evolve any Eevee or Eeveelution. ~ Ninetalium Z: Turns Will-O-Wisp into Light Of Shinto	Overheat: (130/SA/Fire) -2 SA ~ Will O' Wisp (Fire) Causes Burn ~ Shadow Claw (70/AT/Ghost) +1 Crit chance ~ Hidden Power: (70/SA/???)	Miracle (Fairy) Fully revives a fainted ally.	Flash Rainbow: If hit by (Type), boosts (Type) moves.	Taiyou: Team is immune to Curse, Grudge, and Perish Song.	None	Can take quite a beating, and get back up in an instant. Seems to defy calamity.	Not a great fighter, physically and mentally.	Pupil: Midas Theos
Wimpod Golisopod	Male			P62273362	30/04/2005																								Bug	Gentle	White Herb: Nullifies Status debuffs	First Impression			Funnel Fun: Corridors restore HP faster.	None			
Wooper Quagsire	Male			H97441247	24/10/1991																								Ice	Relaxed	Link Box: Allows move linking				Stimulation: All stats are boosted when Belly is above half capacity, but it drains faster.	None			
Xerneas	Female	Xenocrates	Edda	P79819002	??/??/????	WOL, Mystery Continent	Death Cocoon Guard Leader	Hetero	Switch	Bottom	332	196	153	Xaligraphy #2229bf	Jeannie Tirado/Misono Mei	Proud of its power	ENTP	Unknown	Unknown		126	131	96	131	99	96	94	Fairy Grass	Psychic	Quirky	Life Herb: Skips charge and recharge turns once	Geomancy (Fairy) 1 turn charge, +2 SA, SD, and SP ~ Moonblast (95/SA/Fairy) 30% Chance -1 SA to foe ~ Aromatherapy (Grass) Cures team's status conditions ~ Grass Knot (Grass) Deals damage based on foe's weight	Vita (Fairy) 2X Max HP to all teammates	Fairy Aura: Boosts Fairy moves	Wary Walk: The whole Team is immune to traps.	None	Checkmates Dragon types, likes to boost up before dealing a hard blow.	Aggression can throw her off.	Crush: Yggdrasil Edda ~ Friend: Zephyr Edda
Yveltal	Male	Yggdrasil	Edda	P73279005	??/??/????	WOL, Mystery Continent	Life Tree Guard Leader	Hetero	Switch	Top	594	190	188	Ysgarth #f01610	Christopher Bevins/Daisuke Egawa	Quick tempered	INFJ	Unknown	Unknown		126	131	99	131	96	96	94	Dark Flying	Ghost	Mild	Death Orb: Drains opponent's HP, lowers power of holder's moves.	Oblivion Wing (80/SA/Flying) 75% HP drain ~ Dark Pulse (80/SA/Dark) 20% Flinch chance ~ Toxic (Poison) Badly Poisons foe ~ Heat Wave (95/SA/Fire) 10% Burn Chance	Morte (Dark) 0.5X Max HP to all foes	Dark Aura: Boosts Dark moves	Wary Walk: The whole Team is immune to traps.	None	Checkmates Psychic types, likes to hit immediately instead of stalling.	Patience can throw him off.	Crush: Xenocrates Edda ~ Friend: Zephyr Edda
Zangoose	Male			P58458566	01/10/1995																								Poison	Quiet	Red Flute: Cures Infatuation	Crush Claw			Brawl: Teammates get a bit stronger when there are many foes.	None			
Zekrom	Male	Kuro	Ryuuniki	P33482560	05/11/1541	WOL, Mystery Continent	Mystery Continent Guard Leader	Hetero	Dom	Top	319	358	120	Benguiat Serif #363740	Jess Merlin/Shigeru Chiba	Likes to fight	ESFJ	Humans, Reshirams, Puzzles	Organizations, Lies, Warmongers		100	150	120	120	100	90	98	Dragon Electric	Electric	Brave	Focus Sash: Resists OHKO's with 1HP left. ~ Dark Stone: Reverts Zekrom to Dark Orb, making it unable to move, but immune to damage	Fusion Bolt (100/AT/Electric) 2x power if used wih Fusion Flare ~ Bolt Strike (130/AT/Electric) 20% Paralysis Chance, might miss ~ Outrage (120/AT/Dragon) Lasts 2-3 turns, Confuses user ~ Roost (Flying) Heals 50% HP	Shocking Roar (200/AT/Electric) 1 turn charge, lasts 5 turns	Teravolt: All Moves and their effects ignore foe's ability.	Yin: Doubles nearby Reshiram's speed	Overdrive: Form Change Enlightenment	Completely walls other Electric types, unstoppable with a trainer, or Shiro.	Kyurem, doesn't handle status conditions well.	Sister: Shiro Ryuumouto
Zeraora	Male	Codd	Branford	H36010777	22/09/1900	WOD, USA, Washington, Seattle	President of Nuricom Alliance	Hetero	Dom	Top	184	84	44	Maximise #0ebcf6	Matthew Mercer/Yuichi Nakamura	Likes to trash about	ESTP	Pokemon, Science, The Universe	Violence, Conspiracies, Control	Black fur is white, yellow fur is black, no lightning stripes.	128	256	128	4	128	256	100	Electric Fighting Steel	Dragon	Adamant	Nurichaku Chaincoil: Human-engineered Nunchucks with Tesla coils on each end. x2 AT in exchange of 1 HP per successful move. ~ Nurigou Magnetar: A compressed Neutron Star Piece. Immune to Trick Room, and Ground/Rock type moves. ~ Nurimitsu Goudachi: Replaces a move with any Slash move.	Plasma Fists: (100/AT/???) Normal Type moves become ??? Type. ~ Fumetsu (Parry/???) +1 AT if hit ~ One Inch Punch (999/AT/???) 1 turn charge, cannot Crit ~ Stun Gun Kiai (300/AT/???) Causes paralysis, 1 turn recharge	The Tempest (1/SA/Electric) 1 turn charge, stops time for 10 turns. Paralyses user at the end.	Jeet Kune Do: Can switch move type between Electric, FIghting, and Steel. "Be water, my friend."	Overclocking: Team boosts SP if hit. If Codd is hit by teammates, they transfer any Speed boost to him.	Way Of The Dragon: Only activates when a Human, or Former Human, defeats Codd. Revives with Full HP, all hits cause Paralysis, AC and EV are maxed out, adds Dragon Type and Dragon Jeet Kune Do.	The Power of Pokemon with the Knowledge of Humanity, Codd achieved spiritual and physical Enlightenment, uses his entire body and electric reserves in every single strike, and never seems to feel the slightest hint of exhaustion.	Biggest pushover in the entire galaxy.	Wife: Sheng Zhandou ~ Pupil: Jake Northstar ~ Friends: Cavum Nirum, Vega Chronos ~ Rival: Sid Tensei
Zigzagoon Linoone	Male			P44511828	24/09/1982																								Bug	Bold	Drag Wing: -1 AC and EV, +2 AT and SA				Mind Over Matter: Wonder tiles restore a bit of HP and heal status conditions.	None			
Zorua Zoroark	Male	Ryan	Cross	H15049826	14/07/2002	WOD, USA, California, Sacramento	Courier	Hetero	Sub	Top	170	75	41	Univers #760404	David Schaufele/Daisuke Namikawa	Often lost in thought	INTP	Vehicles, Music, Being Alone	Himself, Extroverts, Bullying		60	100	60	120	60	100	33	Dark	Normal	Hasty	Sona Powerplant: Immune to damage during Illusion. ~ Zoroarkium Z: Turns Night Daze into Cunning Devastation	Night Daze (90/SA/Dark) 50% chance -1 AC to foe ~ Shift (50/AT/Dark) Switches out foe ~ Pursuit (50/AT/Dark) 2x Damage if foe is switching ~ Payback (50/AT/Dark) 2x Damage if user took damage	None	Illusion: Disguises as weakest teammate	Recoil Boost: Moves that recoil do 2X damage.	Carbon Gene: 2X SA	If a weak Pokemon suddenly phases through your hit and becomes a Zoroark, you've done goofed.	Completely vulnerable after the first hit.	
Zorua Zoroark	Female			P20508247	06/03/2005		Vehicle and Transport Management																						Water	Lax	Sona Powerplant: Immune to damage during Illusion. ~ Zoroarkium Z: Turns Night Daze into Cunning Devastation	Night Daze			Shared Happiness: If a teammate's status condition is healed, it also heals the whole team's status conditions.	None	If a weak Pokemon suddenly phases through your hit and becomes a Zoroark, you've done goofed.	Completely vulnerable after the first hit.	
Zygarde	Unknown	Zephyr	Edda	P93030940	??/??/????	WOL, Mystery Continent	Unknown	Unknown	Unknown	Unknown	587	814	???	Zepplin #056b36	Marc Swint/Takashi Matsuyama	Likes to relax	ISFJ	Unknown	Unknown		???	100	121	91	95	95	96	Dragon Ground	Flying	Bold	Carbon Cells (6): Triggers 100% Form immediately, single use. ~ Zygarde Cube: Stores Moves and Cells	Land's Wrath (90/AT/Ground) ~ Thousand Arrows (90/AT/Ground) Removes Levitate ~ Thousand Waves (90/AT/Ground) Prevents Switching ~ Core Enforcer (100/SA/Dragon) Removes foe's ability	Cell Fusion (Dragon) Heals 100% HP and all status conditions	Aura Break: Disables all auras	Squad Up: The bigger the team, the easier it becomes to recruit Pokemon.	Power Construct: Form Change Enlightenment	Completely impenetrable in their 100% form. Seriously, don't even try to scratch it.	Can be caught by surprise?	Friends: Yggdrasil Edda, Xenocrates Edda, Jake Northstar
